categoria,disponibilidade,preco_com_taxa,preco_sem_taxa,rating,titulo,url_imagem
Travel,15,49.43,49.43,4,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,https://books.toscrape.com/media/cache/fe/8a/fe8af6ceec7718986380c0fde9b3b34f.jpg
Default,15,22.16,22.16,2,Grumbles,https://books.toscrape.com/media/cache/20/78/207840aea0c8e2be66d998b80c6a59d3.jpg
Fantasy,15,42.98,42.98,1,Hollow City (Miss Peregrine’s Peculiar Children #2),https://books.toscrape.com/media/cache/4c/fd/4cfd83a011f60d38b140642a441ce01a.jpg
Womens Fiction,15,57.36,57.36,4,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,https://books.toscrape.com/media/cache/60/e9/60e9df360fec611b15a1bbb4c28aad22.jpg
Default,15,19.15,19.15,2,Large Print Heart of the Pride,https://books.toscrape.com/media/cache/59/55/5955e9e333301e3eeb3b9575c2ad3659.jpg
Young Adult,15,48.56,48.56,5,Library of Souls (Miss Peregrine’s Peculiar Children #3),https://books.toscrape.com/media/cache/79/7a/797a5468a7d06aba28d1cc7342b1f2ba.jpg
Childrens,15,13.47,13.47,3,Little Red,https://books.toscrape.com/media/cache/63/6b/636b836f5c3d67b9cda1948f5ca08694.jpg
Biography,15,16.85,16.85,2,Louisa: The Extraordinary Life of Mrs. Adams,https://books.toscrape.com/media/cache/ec/2a/ec2a7df6fdafc7e6f97b6c6da7980584.jpg
Default,15,10.76,10.76,1,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),https://books.toscrape.com/media/cache/1d/ae/1dae4577eb25fcec3f88e4cbb3fc726a.jpg
Add a comment,15,28.26,28.26,5,Modern Romance,https://books.toscrape.com/media/cache/78/cb/78cb28a3e8804131e8e0c3f7b8deb2fc.jpg
Poetry,15,14.19,14.19,4,Poems That Make Grown Women Cry,https://books.toscrape.com/media/cache/18/ac/18ac3f16b10a5fc47e603d93335e3f24.jpg
Default,15,41.06,41.06,1,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,https://books.toscrape.com/media/cache/a4/10/a4108800f6337c5aa13b104b252d52b8.jpg
Christian Fiction,15,20.47,20.47,5,Redeeming Love,https://books.toscrape.com/media/cache/c9/74/c974d74fa0bd1735c6ae172d40b1c077.jpg
Default,15,36.94,36.94,1,Romero and Juliet: A Tragic Tale of Love and Zombies,https://books.toscrape.com/media/cache/21/bc/21bc2104d32569a0dbbb81923480d749.jpg
Young Adult,15,43.55,43.55,5,Scarlett Epstein Hates It Here,https://books.toscrape.com/media/cache/7e/ba/7eba21a2ecaa4651e44f04a7cd808520.jpg
Default,15,20.27,20.27,1,Secrets and Lace (Fatal Hearts #1),https://books.toscrape.com/media/cache/04/9d/049dafcbbc11bb61bb94e8b16f343936.jpg
Add a comment,15,29.06,29.06,3,"Shobu Samurai, Project Aryoku (#3)",https://books.toscrape.com/media/cache/f3/7f/f37f3173a97baeac6b6421c54a6df7b5.jpg
Business,15,23.99,23.99,2,Shoe Dog: A Memoir by the Creator of NIKE,https://books.toscrape.com/media/cache/fc/21/fc21d144c7289e5b1cb133e01a925126.jpg
Nonfiction,15,12.23,12.23,2,So You've Been Publicly Shamed,https://books.toscrape.com/media/cache/9d/15/9d150a1d5832bb9e3b82bbc1541912d6.jpg
Science Fiction,15,26.12,26.12,2,Soft Apocalypse,https://books.toscrape.com/media/cache/61/ca/61ca5ab6bc514b9527af9f805fa03c31.jpg
Romance,15,16.24,16.24,4,Something More Than This,https://books.toscrape.com/media/cache/b8/f9/b8f9e0169c3811f9ed145c3824208de6.jpg
Romance,15,55.99,55.99,2,Suddenly in Love (Lake Haven #1),https://books.toscrape.com/media/cache/58/bb/58bb81b052b6ad90adcd57e95da99a50.jpg
Business,15,27.55,27.55,3,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,https://books.toscrape.com/media/cache/50/4b/504b1891508614ff9393563f69d66c95.jpg
Autobiography,15,10.93,10.93,2,The Argonauts,https://books.toscrape.com/media/cache/22/d0/22d01c710471f94dabfa41083fa3cf4e.jpg
Default,15,33.34,33.34,5,The Art of War,https://books.toscrape.com/media/cache/61/1b/611b527ab7ecef530e3040c85f6602c3.jpg
Nonfiction,15,38.49,38.49,5,The Artist's Way: A Spiritual Path to Higher Creativity,https://books.toscrape.com/media/cache/3b/41/3b414b6d0340a0cbbd05be0942ddaada.jpg
Default,15,32.0,32.0,3,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,https://books.toscrape.com/media/cache/39/c7/39c7bebcde5d9643ede71ac8ee87ee69.jpg
Default,15,55.02,55.02,2,The Girl on the Train,https://books.toscrape.com/media/cache/19/ed/19ed2156391eebbcd757a0d9f6d5860c.jpg
Fantasy,15,44.28,44.28,1,The Glittering Court (The Glittering Court #1),https://books.toscrape.com/media/cache/2f/21/2f21c9ffd0962092ce337ecd1b338f5b.jpg
Historical Fiction,15,36.95,36.95,1,The House by the Lake,https://books.toscrape.com/media/cache/46/a2/46a2c968bfccf1979cc5576085eec6dd.jpg
Default,15,41.82,41.82,4,The Kite Runner,https://books.toscrape.com/media/cache/65/1e/651e956a041bf4b91bfba1374f0f91e7.jpg
Crime,15,10.97,10.97,1,The Long Shadow of Small Ghosts: Murder and Memory in an American City,https://books.toscrape.com/media/cache/2b/50/2b50fa031b2411a94bc68de0bbdd96fb.jpg
Food and Drink,15,37.6,37.6,2,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,https://books.toscrape.com/media/cache/88/e7/88e70e44632c3ca306191007bc723806.jpg
New Adult,15,55.85,55.85,1,The Matchmaker's Playbook (Wingmen Inc. #1),https://books.toscrape.com/media/cache/e9/e3/e9e3736effeb4982324dd0e4e64b2e81.jpg
New Adult,15,43.29,43.29,3,The Mistake (Off-Campus #2),https://books.toscrape.com/media/cache/95/49/9549db6862283a388659611bda63b97b.jpg
Mystery,15,44.1,44.1,4,The Murder of Roger Ackroyd (Hercule Poirot #4),https://books.toscrape.com/media/cache/86/38/8638ba095b3b32e0abdef170e7bc4fd6.jpg
Food and Drink,15,37.34,37.34,5,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,https://books.toscrape.com/media/cache/41/57/4157492623f9552e3efdc858a19968f3.jpg
Nonfiction,15,38.21,38.21,2,The Omnivore's Dilemma: A Natural History of Four Meals,https://books.toscrape.com/media/cache/3d/9d/3d9d46815a4be5e5e6f5e641d8268961.jpg
Nonfiction,15,43.54,43.54,2,The Power of Now: A Guide to Spiritual Enlightenment,https://books.toscrape.com/media/cache/13/2a/132a17f55f0048a2f2df748c9f5ce4e4.jpg
Science Fiction,15,10.65,10.65,1,The Project,https://books.toscrape.com/media/cache/4c/57/4c57c192057269132623f9c6b3f69559.jpg
Default,15,36.0,36.0,2,The Psychopath Test: A Journey Through the Madness Industry,https://books.toscrape.com/media/cache/dd/63/dd637b4e7cb403932e6a29397d877e4e.jpg
Fiction,15,51.36,51.36,5,The Regional Office Is Under Attack!,https://books.toscrape.com/media/cache/d4/73/d473f01f077b91ce04e345305a3fa217.jpg
Default,15,27.37,27.37,4,The Secret (The Secret #1),https://books.toscrape.com/media/cache/d3/70/d37038f81b8ad0342346951271c31e58.jpg
Sequential Art,15,33.14,33.14,1,The Shadow Hero (The Shadow Hero),https://books.toscrape.com/media/cache/c3/d2/c3d2356443efca9bcad78eba8d249fc1.jpg
Romance,15,24.12,24.12,1,The Wedding Dress,https://books.toscrape.com/media/cache/29/3b/293bd9cd6fe1f8c82d1688aefe6cc5f7.jpg
Childrens,15,58.08,58.08,4,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,https://books.toscrape.com/media/cache/49/0e/490e049133ee9f398e6a70f25c12e308.jpg
Default,15,52.72,52.72,1,Thirteen Reasons Why,https://books.toscrape.com/media/cache/6d/7b/6d7b69b4edcdf5b6b075d6fa53bf74bc.jpg
History,15,59.64,59.64,1,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,https://books.toscrape.com/media/cache/77/79/777988a85de2269905bd8c2070a3cf58.jpg
Fantasy,15,35.07,35.07,3,Throne of Glass (Throne of Glass #1),https://books.toscrape.com/media/cache/4e/8d/4e8d87d1cb5e876ddb50599a1d1b656e.jpg
Default,15,41.6,41.6,3,Tracing Numbers on a Train,https://books.toscrape.com/media/cache/0a/05/0a0514153dac092aac76b097b495f908.jpg
Fiction,15,21.04,21.04,2,Tuesday Nights in 1980,https://books.toscrape.com/media/cache/a3/ad/a3ade5edecde67449329c1ebb016c049.jpg
Science Fiction,15,43.3,43.3,4,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",https://books.toscrape.com/media/cache/02/7a/027a1f131d94c38f9e785f5d85a109c7.jpg
Religion,15,21.87,21.87,4,You Are What You Love: The Spiritual Power of Habit,https://books.toscrape.com/media/cache/52/9b/529bf0d806ae2ab02bf23da4326b24c3.jpg
Christian,16,54.0,54.0,5,(Un)Qualified: How God Uses Broken People to Do Big Things,https://books.toscrape.com/media/cache/e4/f8/e4f8c1c5954e09cb6c485d9db824eeb1.jpg
Fantasy,16,52.37,52.37,1,A Court of Thorns and Roses (A Court of Thorns and Roses #1),https://books.toscrape.com/media/cache/0a/78/0a78f89fc2dc78b700b494c3510e8920.jpg
Young Adult,16,28.13,28.13,4,A Fierce and Subtle Poison,https://books.toscrape.com/media/cache/ac/b6/acb65d6d11263ba98b0191b544f6c728.jpg
Historical Fiction,16,55.53,55.53,5,A Flight of Arrows (The Pathfinders #2),https://books.toscrape.com/media/cache/ec/65/ec651ed66822d4b68938afa645b1ece2.jpg
Mystery,16,16.64,16.64,1,A Murder in Time,https://books.toscrape.com/media/cache/cc/bd/ccbd7a62caefd5a3a2e04dd7c2ff48fe.jpg
Default,16,56.76,56.76,5,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",https://books.toscrape.com/media/cache/09/6d/096df83de35d408278fdc9108d930b5f.jpg
Default,16,42.95,42.95,1,A World of Flavor: Your Gluten Free Passport,https://books.toscrape.com/media/cache/0a/6a/0a6a53a8d37584a7906d2d5a0032f9c1.jpg
Nonfiction,16,30.81,30.81,1,Algorithms to Live By: The Computer Science of Human Decisions,https://books.toscrape.com/media/cache/28/ea/28ea530a8b7955e422df64beaed7871a.jpg
Young Adult,16,28.81,28.81,3,Burning,https://books.toscrape.com/media/cache/9a/2c/9a2c2936fa9bd422be96805924e1411a.jpg
Nonfiction,16,29.14,29.14,5,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,https://books.toscrape.com/media/cache/c5/f2/c5f2361aab546bc7f851cf93aec94ca3.jpg
Sequential Art,16,17.08,17.08,4,Camp Midnight,https://books.toscrape.com/media/cache/7a/67/7a671ecf69cdcd2ea9ebe85da1b5585f.jpg
Sequential Art,16,36.72,36.72,4,"Codename Baboushka, Volume 1: The Conclave of Death",https://books.toscrape.com/media/cache/ed/a5/eda54d1bfcdd39488013f7aae1eaf659.jpg
Fantasy,16,43.29,43.29,3,Crown of Midnight (Throne of Glass #2),https://books.toscrape.com/media/cache/b7/7d/b77d5e56daa3c22822abf1b8affbaef9.jpg
Sequential Art,16,51.99,51.99,4,Danganronpa Volume 1,https://books.toscrape.com/media/cache/ce/39/ce3942d9a10b6a17805136ace7c140fa.jpg
Religion,16,37.97,37.97,2,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",https://books.toscrape.com/media/cache/a7/9c/a79cac7aec3816fb754c1aedd2e82986.jpg
Nonfiction,16,54.35,54.35,2,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,https://books.toscrape.com/media/cache/15/97/15972684c6f44f1be5e751d2e067cc16.jpg
Romance,16,21.96,21.96,1,Fifty Shades Darker (Fifty Shades #2),https://books.toscrape.com/media/cache/51/86/51862681bebec59be61f36f937c71fce.jpg
Romance,16,15.97,15.97,4,First and First (Five Boroughs #3),https://books.toscrape.com/media/cache/01/a5/01a5285b17e7ec0e7e56294a8f8af28d.jpg
Historical Fiction,16,29.69,29.69,3,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,https://books.toscrape.com/media/cache/f9/9e/f99e760b894d10c6e5ed578618918367.jpg
Sequential Art,16,22.11,22.11,2,"Giant Days, Vol. 2 (Giant Days #5-8)",https://books.toscrape.com/media/cache/d0/6f/d06ff4e3b9daf93b18bb21f1af19b5eb.jpg
Romance,16,33.97,33.97,1,Her Backup Boyfriend (The Sorensen Family #1),https://books.toscrape.com/media/cache/41/ee/41ee38c1d15f0139a3fb17b730dc4347.jpg
Self Help,16,46.03,46.03,1,How to Be Miserable: 40 Strategies You Already Use,https://books.toscrape.com/media/cache/b0/9d/b09d7cb6aa8ae112dd457e588762d293.jpg
Sequential Art,16,54.63,54.63,3,I am a Hero Omnibus Volume 1,https://books.toscrape.com/media/cache/f7/4d/f74db5141becf01083abc03c078f4922.jpg
Sequential Art,16,29.17,29.17,2,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",https://books.toscrape.com/media/cache/58/e2/58e2097169e92a95d973da420ce7cc98.jpg
Science,16,57.36,57.36,5,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,https://books.toscrape.com/media/cache/e1/1e/e11e7e9514a123aee2415a1def85e638.jpg
Food and Drink,16,40.11,40.11,1,"Layered: Baking, Building, and Styling Spectacular Cakes",https://books.toscrape.com/media/cache/73/06/7306b860c7887dfb2a4b0083e2d6bf0d.jpg
Sequential Art,16,19.92,19.92,2,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),https://books.toscrape.com/media/cache/d6/9b/d69b7020c4210e12882ffca0428919a2.jpg
Sequential Art,16,45.61,45.61,3,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",https://books.toscrape.com/media/cache/1c/78/1c78cb31ededc4c662857cf65bd1619d.jpg
Sequential Art,16,46.91,46.91,2,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",https://books.toscrape.com/media/cache/67/f8/67f83a06f77d0ff3b06cb8ac04839422.jpg
Food and Drink,16,14.02,14.02,4,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",https://books.toscrape.com/media/cache/48/19/48192cbef9101060e3787d87d7c8d7d1.jpg
Fantasy,16,56.4,56.4,2,Masks and Shadows,https://books.toscrape.com/media/cache/05/c4/05c43fe821ae19169c7baa8a54c7e869.jpg
Food and Drink,16,33.37,33.37,2,My Paris Kitchen: Recipes and Stories,https://books.toscrape.com/media/cache/ae/d5/aed548aefcac7803a599b05da3acb86e.jpg
Young Adult,16,14.86,14.86,2,Obsidian (Lux #1),https://books.toscrape.com/media/cache/88/3f/883fb0f2304efca8724c629f03a4b82a.jpg
Add a comment,16,14.07,14.07,3,On a Midnight Clear,https://books.toscrape.com/media/cache/75/9d/759d9276739200e2cb8101a36449ba20.jpg
Self Help,16,46.35,46.35,1,Online Marketing for Busy Authors: A Step-By-Step Guide,https://books.toscrape.com/media/cache/49/e1/49e1f207b2149e34390a2c6aa7cfc113.jpg
Sequential Art,16,48.41,48.41,1,orange: The Complete Collection 1 (orange: The Complete Collection #1),https://books.toscrape.com/media/cache/33/0b/330bf57e3f2e70548f87d39cb956f7eb.jpg
Sequential Art,16,15.44,15.44,4,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",https://books.toscrape.com/media/cache/0c/8a/0c8ae80b592bc1b4c555d6b29d1cfa28.jpg
Sequential Art,16,10.16,10.16,3,Patience,https://books.toscrape.com/media/cache/71/0c/710cdaa148f10aac35c27bb93b4f532e.jpg
History,16,36.28,36.28,2,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",https://books.toscrape.com/media/cache/31/e6/31e6e0a41e62858180b268c27b20a770.jpg
Sequential Art,16,18.97,18.97,1,"Pop Gun War, Volume 1: Gift",https://books.toscrape.com/media/cache/6f/7b/6f7b3b8445b943f4ff7426360daefb88.jpg
Fantasy,16,13.34,13.34,5,Princess Between Worlds (Wide-Awake Princess #5),https://books.toscrape.com/media/cache/db/01/db01b38d3200a5faff4ead42791416e4.jpg
Sequential Art,16,13.61,13.61,5,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",https://books.toscrape.com/media/cache/6c/8f/6c8ffe949fb650ba60eff25be1692881.jpg
Fantasy,16,25.02,25.02,3,"Saga, Volume 6 (Saga (Collected Editions) #6)",https://books.toscrape.com/media/cache/4a/99/4a996ae54711cea37e370428b54f8b19.jpg
Horror,16,39.25,39.25,2,Security,https://books.toscrape.com/media/cache/79/2b/792bdeb2cf7d8efaef0e401e5a27b4da.jpg
Default,16,39.58,39.58,2,Soul Reader,https://books.toscrape.com/media/cache/cc/5e/cc5e82c2205da748c6c19fbc1876586b.jpg
Nonfiction,16,41.83,41.83,4,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,https://books.toscrape.com/media/cache/17/19/1719475c51206a410a90fe5f3708df4c.jpg
Spirituality,16,32.24,32.24,5,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,https://books.toscrape.com/media/cache/da/0c/da0ca35421a5120b2109028e44a53f56.jpg
History,16,19.73,19.73,1,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,https://books.toscrape.com/media/cache/2e/65/2e654066306042f4c462ba4d048650d9.jpg
Add a comment,16,40.76,40.76,3,The Art Forger,https://books.toscrape.com/media/cache/f5/3b/f53bc7b18914c97de7c23967293be119.jpg
Health,16,49.05,49.05,3,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",https://books.toscrape.com/media/cache/9c/c6/9cc673854af8fd155953384b3cac334e.jpg
Philosophy,16,58.11,58.11,4,The Death of Humanity: and the Case for Life,https://books.toscrape.com/media/cache/3f/f6/3ff6fe5d0c5ca7ab2ed8b5971e299caa.jpg
Nonfiction,16,56.06,56.06,1,The Electric Pencil: Drawings from Inside State Hospital No. 3,https://books.toscrape.com/media/cache/b1/0f/b10faf0dee8994865437ffc79682dc2f.jpg
Nonfiction,16,37.13,37.13,1,The Gutsy Girl: Escapades for Your Life of Epic Adventure,https://books.toscrape.com/media/cache/73/cb/73cb1236d96f455d712516fffeae2304.jpg
Default,16,20.59,20.59,5,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",https://books.toscrape.com/media/cache/a5/b8/a5b8d2d5165a06fc762e8eaf8b04f98f.jpg
Nonfiction,16,16.77,16.77,3,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,https://books.toscrape.com/media/cache/26/65/2665876e19a6c92130f02cfda3bd3846.jpg
Add a comment,16,23.89,23.89,4,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",https://books.toscrape.com/media/cache/c9/eb/c9eb6ecf45abf796df0044600db65e55.jpg
Science,16,42.96,42.96,4,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,https://books.toscrape.com/media/cache/a3/9e/a39e7c5c9fc61c2ae0f81116aa8cbb0e.jpg
Fiction,16,54.11,54.11,3,The Murder That Never Was (Forensic Instincts #5),https://books.toscrape.com/media/cache/29/e0/29e036acd8a6e3daa787ce2bc05bdbbb.jpg
Sequential Art,16,38.16,38.16,4,The Nameless City (The Nameless City #1),https://books.toscrape.com/media/cache/19/de/19deee0778c2406da04a4dd0ea09188f.jpg
Childrens,16,56.13,56.13,1,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg
Add a comment,16,19.09,19.09,1,The Torch Is Passed: A Harding Family Story,https://books.toscrape.com/media/cache/c7/26/c7260547c468dbe78af92cf3927c2a1c.jpg
Fiction,16,17.27,17.27,5,Thirst,https://books.toscrape.com/media/cache/8c/54/8c54a50576c204b80165a13545f73028.jpg
Sequential Art,16,19.49,19.49,4,This One Summer,https://books.toscrape.com/media/cache/ee/43/ee4364a59d66bafb1b3264419ab3ed9e.jpg
Nonfiction,16,31.12,31.12,3,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,https://books.toscrape.com/media/cache/f4/21/f4210912ca58ef35f8ad120fe3dfed38.jpg
Sequential Art,16,16.28,16.28,1,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),https://books.toscrape.com/media/cache/8b/ab/8bab133ec9f8248a8d5f5ea5c09d0f56.jpg
History,16,25.52,25.52,1,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",https://books.toscrape.com/media/cache/27/a1/27a1ebe79d6e6759ec68ea9f427a4f71.jpg
Fantasy,16,18.78,18.78,3,Unicorn Tracks,https://books.toscrape.com/media/cache/9b/09/9b0935dc936c92900c2dc5d2114da72f.jpg
Nonfiction,16,44.18,44.18,4,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",https://books.toscrape.com/media/cache/88/a4/88a4b5f7236b8a36ba972be5ebe4f252.jpg
Poetry,16,14.27,14.27,4,Untitled Collection: Sabbath Poems 2014,https://books.toscrape.com/media/cache/65/6e/656e79dfd4f8b6bf19ffde2c75ceda81.jpg
Fiction,16,50.27,50.27,5,"We Love You, Charlie Freeman",https://books.toscrape.com/media/cache/87/a2/87a2fddd7f6b240c0351e1eb950b6716.jpg
Contemporary,16,31.77,31.77,1,When We Collided,https://books.toscrape.com/media/cache/17/db/17db3de71e8217d4277a9328b04f56cf.jpg
New Adult,16,45.07,45.07,2,Without Borders (Wanderlove #1),https://books.toscrape.com/media/cache/de/26/de269ee688d4dc51846567f3942600ce.jpg
Nonfiction,17,23.11,23.11,5,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,https://books.toscrape.com/media/cache/71/45/71451e3bba61a8d888a4a2c6526a4bcf.jpg
Fiction,17,47.61,47.61,5,Private Paris (Private #10),https://books.toscrape.com/media/cache/05/87/0587ab519222a61f803fa4570c325ad2.jpg
Nonfiction,17,26.41,26.41,2,Reasons to Stay Alive,https://books.toscrape.com/media/cache/f5/3c/f53c7d21723c860cfbca2b539bc55b8f.jpg
Poetry,17,57.31,57.31,3,Slow States of Collapse: Poems,https://books.toscrape.com/media/cache/db/ac/dbac3faca8a799824f5725d66c0fcce3.jpg
Default,18,18.02,18.02,2,Maude (1883-1993):She Grew Up with the country,https://books.toscrape.com/media/cache/65/bf/65bfa3acc93b0e558a1c3de1b1164742.jpg
Default,18,33.29,33.29,3,Penny Maybe,https://books.toscrape.com/media/cache/b1/4b/b14be641ab97a330891455a769d52fd3.jpg
Philosophy,18,15.94,15.94,5,Sophie's World,https://books.toscrape.com/media/cache/d7/39/d73914232130fdf90d66f02fd9798f2b.jpg
Childrens,18,36.89,36.89,1,The Bear and the Piano,https://books.toscrape.com/media/cache/d0/87/d0876dcd1a6530a4cb54903aad7a3e28.jpg
Thriller,18,23.82,23.82,5,The Elephant Tree,https://books.toscrape.com/media/cache/4b/80/4b80a3d9148e224ed4d6cd4d33f43728.jpg
Nonfiction,18,31.05,31.05,3,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,https://books.toscrape.com/media/cache/7c/10/7c10101fe1759c5a17ba57e4bef9e764.jpg
Spirituality,18,17.66,17.66,5,The Four Agreements: A Practical Guide to Personal Freedom,https://books.toscrape.com/media/cache/2b/1b/2b1bfecae9d512cb6ee943ccf786216f.jpg
Art,18,44.18,44.18,4,Wall and Piece,https://books.toscrape.com/media/cache/df/34/df346322ddfdd3b4da0e34cad17f49dc.jpg
Nonfiction,18,40.3,40.3,5,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,https://books.toscrape.com/media/cache/7b/d9/7bd93db091d736d0c6ff9d578e3ba3d7.jpg
Default,19,53.13,53.13,3,Aladdin and His Wonderful Lamp,https://books.toscrape.com/media/cache/a8/3c/a83c460fab82f35a37c0846729485547.jpg
Default,19,22.5,22.5,3,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,https://books.toscrape.com/media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg
Childrens,19,54.64,54.64,3,Birdsong: A Story in Pictures,https://books.toscrape.com/media/cache/af/2f/af2fe2419ea136f2cd567aa92082c3ae.jpg
Romance,19,34.53,34.53,5,Black Dust,https://books.toscrape.com/media/cache/a4/0a/a40af95beab828af1a4757ad1ee17da3.jpg
Romance,19,25.27,25.27,5,Chase Me (Paris Nights #2),https://books.toscrape.com/media/cache/6c/84/6c84fcf7a53b02b6e763de7272934842.jpg
Food and Drink,19,30.52,30.52,3,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",https://books.toscrape.com/media/cache/9f/58/9f58d3ff6d58589eaf325b1a33c303a0.jpg
Music,19,37.32,37.32,2,How Music Works,https://books.toscrape.com/media/cache/1d/40/1d4087ff0a63f09fae9cd8433d21c2c4.jpg
Thriller,19,12.84,12.84,1,In Her Wake,https://books.toscrape.com/media/cache/27/92/2792ef951651ff1eae40a410cac41e0f.jpg
Poetry,19,23.88,23.88,1,Olio,https://books.toscrape.com/media/cache/b1/0e/b10eabab1e1c811a6d47969904fd5755.jpg
Music,19,57.25,57.25,3,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",https://books.toscrape.com/media/cache/ad/96/ad96e9c9f1664cbcb0e9627b007fb6f9.jpg
Music,19,35.02,35.02,5,Rip it Up and Start Again,https://books.toscrape.com/media/cache/81/7f/817f5089c0e6e62738dce2931e7323d3.jpg
Sequential Art,19,52.29,52.29,5,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),https://books.toscrape.com/media/cache/97/27/97275841c81e66d53bf9313cba06f23e.jpg
Young Adult,19,17.46,17.46,5,Set Me Free,https://books.toscrape.com/media/cache/b8/e9/b8e91bd2fc74c3954118999238abb4b8.jpg
Poetry,19,20.66,20.66,4,Shakespeare's Sonnets,https://books.toscrape.com/media/cache/4d/7a/4d7a79a8be80a529b277ed5c4d8ba482.jpg
Default,19,13.99,13.99,2,"Starving Hearts (Triangular Trade Trilogy, #1)",https://books.toscrape.com/media/cache/a0/7e/a07ed8f1c23f7b4baf7102722680bd30.jpg
Poetry,19,52.15,52.15,1,The Black Maria,https://books.toscrape.com/media/cache/d1/7a/d17a3e313e52e1be5651719e4fba1d16.jpg
Default,19,22.6,22.6,4,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,https://books.toscrape.com/media/cache/d1/2d/d12d26739b5369a6b5b3024e4d08f907.jpg
Default,19,17.93,17.93,3,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",https://books.toscrape.com/media/cache/97/36/9736132a43b8e6e3989932218ef309ed.jpg
Business,19,33.34,33.34,4,The Dirty Little Secrets of Getting Your Dream Job,https://books.toscrape.com/media/cache/e1/1b/e11bea016d0ae1d7e2dd46fb3cb870b7.jpg
Young Adult,19,22.65,22.65,1,The Requiem Red,https://books.toscrape.com/media/cache/6b/07/6b07b77236b7c80f42bd90bf325e69f6.jpg
History,20,54.23,54.23,5,Sapiens: A Brief History of Humankind,https://books.toscrape.com/media/cache/ce/5f/ce5f052c65cc963cf4422be096e915c9.jpg
Mystery,20,47.82,47.82,4,Sharp Objects,https://books.toscrape.com/media/cache/c0/59/c05972805aa7201171b8fc71a5b00292.jpg
